 PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
   32.5  23148  -57.3  -87.0      1   0.01    289    7.2  574.6  574.6  574.6
   32.4  23161  -57.4  -87.1      1   0.01    287    7.0  574.9  574.9  574.9
   32.3  23173  -57.4  -87.1      1   0.01    284    6.9  575.3  575.4  575.3
   32.3  23185  -57.4  -87.1      1   0.01    282    6.8  575.3  575.3  575.3
   32.2  23196  -57.4  -87.1      1   0.01    279    6.8  575.8  575.8  575.8
   32.2  23207  -57.4  -87.1      1   0.01    277    6.7  575.8  575.9  575.8
   32.1  23218  -57.4  -87.1      1   0.01    275    6.7  576.4  576.5  576.4
   32.1  23226  -57.3  -87.1      1   0.01    273    6.7  576.5  576.6  576.5
   32.0  23235  -57.2  -87.0      1   0.01    272    6.7  577.4  577.5  577.4
   32.0  23250  -56.9  -86.9      1   0.01    270    6.7  578.1  578.2  578.1
   31.9  23264  -56.7  -86.8      1   0.01    269    6.7  579.1  579.1  579.1
   31.8  23274  -56.7  -86.8      1   0.01    269    6.7  579.8  579.8  579.8
   31.8  23288  -56.7  -86.8      1   0.01    268    6.7  579.7  579.8  579.7
   31.7  23300  -56.8  -86.9      1   0.01    268    6.7  580.1  580.1  580.1
   31.7  23311  -56.7  -86.9      1   0.01    268    6.7  580.2  580.3  580.2
   31.6  23320  -56.5  -86.7      1   0.01    268    6.6  581.4  581.4  581.4
   31.6  23324  -56.4  -86.7      1   0.01    268    6.6  581.5  581.6  581.5
   31.5  23342  -56.4  -86.7      1   0.01    269    6.6  582.0  582.1  582.0
   31.4  23353  -56.4  -86.7      1   0.01    270    6.5  582.6  582.7  582.6
   31.4  23368  -56.3  -86.6      1   0.01    271    6.5  582.8  582.9  582.8
   31.3  23379  -56.3  -86.6      1   0.01    273    6.5  583.3  583.4  583.3
   31.3  23387  -56.3  -86.6      1   0.01    275    6.5  583.3  583.4  583.3
   31.2  23403  -56.3  -86.6      1   0.01    278    6.5  583.8  583.9  583.9
   31.1  23415  -56.3  -86.5      1   0.01    280    6.6  584.4  584.5  584.4
   31.1  23425  -56.4  -86.5      1   0.01    283    6.7  584.4  584.4  584.4
   31.0  23434  -56.4  -86.5      1   0.01    286    6.8  584.7  584.7  584.7
   31.0  23451  -56.5  -86.5      1   0.01    289    7.0  584.5  584.5  584.5
   30.9  23458  -56.6  -86.5      1   0.01    292    7.2  584.8  584.9  584.8
   30.9  23467  -56.6  -86.5      1   0.01    294    7.4  584.8  584.9  584.8
   30.8  23478  -56.6  -86.5      1   0.01    296    7.6  585.4  585.4  585.4
   30.8  23493  -56.6  -86.5      1   0.01    298    7.8  585.4  585.4  585.4
   30.7  23505  -56.6  -86.4      1   0.01    299    8.0  585.9  586.0  585.9
   30.6  23518  -56.6  -86.4      1   0.01    301    8.2  586.3  586.4  586.3
   30.6  23529  -56.7  -86.5      1   0.01    302    8.4  586.1  586.2  586.1
   30.5  23540  -56.8  -86.5      1   0.01    302    8.5  586.5  586.6  586.5
   30.5  23553  -56.8  -86.5      1   0.01    303    8.6  586.5  586.5  586.5
   30.4  23565  -56.8  -86.5      1   0.01    303    8.7  587.0  587.1  587.0
   30.3  23579  -56.7  -86.5      1   0.01    303    8.7  587.7  587.7  587.7
   30.3  23589  -56.7  -86.5      1   0.01    303    8.6  587.8  587.8  587.8
   30.2  23604  -56.7  -86.5      1   0.01    303    8.6  588.4  588.5  588.4
   30.2  23615  -56.7  -86.5      1   0.01    303    8.5  588.4  588.5  588.4
   30.1  23626  -56.7  -86.5      1   0.01    303    8.3  589.0  589.1  589.0
   30.1  23636  -56.5  -86.4      1   0.01    303    8.2  589.4  589.4  589.4
   30.0  23650  -56.5  -86.3      1   0.01    303    8.0  590.0  590.1  590.0
   30.0  23652  -56.5  -86.3      1   0.01    302    7.8  590.0  590.1  590.0
   30.0  23660  -56.5  -86.3      1   0.01    302    7.8  589.9  590.0  589.9
   29.9  23670  -56.6  -86.4      1   0.01    302    7.6  590.3  590.4  590.3
   29.8  23682  -56.7  -86.4      1   0.01    302    7.4  590.7  590.8  590.7
   29.8  23695  -56.7  -86.4      1   0.01    301    7.2  590.5  590.6  590.5
   29.7  23707  -56.8  -86.4      1   0.01    300    7.1  590.9  591.0  590.9
   29.7  23713  -56.8  -86.4      1   0.01    300    6.9  590.8  590.9  590.8
   29.6  23727  -56.9  -86.4      1   0.01    299    6.7  591.2  591.3  591.3
   29.6  23740  -56.9  -86.4      1   0.01    297    6.6  591.1  591.2  591.1
   29.5  23750  -57.0  -86.4      1   0.01    296    6.4  591.6  591.6  591.6
   29.5  23762  -57.0  -86.4      1   0.01    294    6.3  591.5  591.5  591.5
   29.4  23778  -57.1  -86.5      1   0.01    292    6.2  591.9  592.0  591.9
   29.4  23788  -57.1  -86.5      1   0.01    291    6.1  591.8  591.9  591.8
   29.3  23800  -57.1  -86.5      1   0.01    289    6.1  592.3  592.4  592.3
   29.2  23812  -57.1  -86.5      1   0.01    287    6.0  592.9  593.0  592.9
   29.2  23827  -57.1  -86.5      1   0.01    285    6.0  593.0  593.0  593.0
   29.1  23832  -57.1  -86.5      1   0.01    283    6.0  593.6  593.6  593.6
   29.1  23846  -57.2  -86.6      1   0.01    282    6.0  593.4  593.4  593.4
   29.0  23856  -57.3  -86.6      1   0.01    280    6.0  593.7  593.7  593.7
   29.0  23872  -57.3  -86.7      1   0.01    280    6.1  593.5  593.6  593.5
   28.9  23879  -57.3  -86.7      1   0.01    279    6.1  594.1  594.2  594.1
   28.9  23891  -57.3  -86.7      1   0.01    279    6.2  594.0  594.1  594.0
   28.8  23902  -57.3  -86.7      1   0.01    279    6.2  594.7  594.8  594.7
   28.8  23914  -57.3  -86.7      1   0.01    279    6.3  594.8  594.9  594.8
   28.7  23925  -57.2  -86.7      1   0.01    279    6.4  595.5  595.6  595.5
   28.7  23940  -57.2  -86.7      1   0.01    279    6.5  595.6  595.6  595.6
   28.6  23951  -57.2  -86.8      1   0.01    280    6.6  596.1  596.1  596.1
   28.6  23964  -57.3  -86.8      1   0.01    279    6.8  595.9  596.0  595.9
   28.5  23974  -57.3  -86.9      1   0.01    279    6.9  596.5  596.6  596.5
   28.5  23988  -57.3  -86.9      1   0.01    279    7.1  596.5  596.6  596.5
   28.4  23994  -57.3  -86.9      1   0.01    278    7.3  597.1  597.2  597.1
   28.4  24005  -57.3  -86.9      1   0.01    277    7.5  597.1  597.1  597.1
   28.3  24017  -57.3  -86.9      1   0.01    275    7.6  597.8  597.8  597.8
   28.2  24032  -57.1  -86.8      1   0.01    274    7.8  598.9  599.0  598.9
   28.2  24043  -56.9  -86.7      1   0.01    272    8.0  599.3  599.4  599.3
   28.1  24055  -56.9  -86.7      1   0.01    270    8.2  600.0  600.1  600.0
   28.1  24065  -56.9  -86.7      1   0.01    268    8.4  600.1  600.1  600.1
   28.0  24076  -56.9  -86.7      1   0.01    266    8.6  600.8  600.8  600.8
   28.0  24090  -56.8  -86.7      1   0.01    264    8.7  600.8  600.9  600.8
   27.9  24103  -56.9  -86.7      1   0.01    262    8.9  601.3  601.4  601.3
   27.9  24115  -56.9  -86.8      1   0.01    260    9.0  601.2  601.2  601.2
   27.8  24124  -57.0  -86.9      1   0.01    258    9.2  601.6  601.7  601.6
   27.8  24138  -57.1  -86.9      1   0.01    257    9.3  601.4  601.5  601.4
   27.7  24147  -57.1  -87.0      1   0.01    256    9.3  601.9  602.0  601.9
   27.7  24156  -57.2  -87.0      1   0.01    255    9.4  601.8  601.8  601.8
   27.6  24171  -57.1  -87.0      1   0.01    254    9.4  602.6  602.7  602.6
   27.6  24182  -56.7  -86.7      1   0.01    254    9.4  603.8  603.8  603.8
   27.5  24192  -56.4  -86.5      1   0.01    254    9.3  605.2  605.3  605.2
   27.5  24210  -56.3  -86.4      1   0.01    255    9.3  605.3  605.4  605.3
   27.4  24217  -56.4  -86.5      1   0.01    255    9.2  605.8  605.9  605.8
   27.4  24229  -56.5  -86.5      1   0.01    256    9.1  605.6  605.7  605.6
   27.3  24241  -56.5  -86.5      1   0.01    258    9.0  606.1  606.1  606.1
   27.3  24253  -56.6  -86.5      1   0.01    259    8.9  605.8  605.8  605.8
   27.2  24260  -56.7  -86.6      1   0.01    261    8.8  606.1  606.2  606.1
   27.2  24275  -56.8  -86.6      1   0.01    263    8.7  605.9  606.0  605.9
   27.1  24288  -56.9  -86.6      1   0.01    265    8.6  606.3  606.3  606.3
   27.1  24298  -57.0  -86.6      1   0.01    267    8.5  606.0  606.1  606.0
   27.0  24308  -57.1  -86.6      1   0.01    269    8.4  606.5  606.5  606.5
   27.0  24321  -57.1  -86.6      1   0.01    271    8.3  606.3  606.4  606.3
   26.9  24336  -57.2  -86.6      1   0.01    273    8.2  606.8  606.9  606.8
   26.9  24350  -57.2  -86.6      1   0.01    275    8.1  606.7  606.8  606.7
   26.8  24360  -57.2  -86.5      1   0.01    277    8.1  607.3  607.4  607.3
   26.8  24370  -57.2  -86.5      1   0.01    279    8.0  607.3  607.4  607.3
   26.7  24381  -57.2  -86.5      1   0.01    281    7.8  607.9  608.0  607.9
   26.7  24391  -57.3  -86.5      1   0.01    282    7.7  607.7  607.8  607.7
   26.6  24401  -57.4  -86.5      1   0.01    284    7.6  608.2  608.3  608.2
   26.6  24416  -57.4  -86.5      1   0.01    286    7.4  608.0  608.1  608.0
   26.5  24425  -57.5  -86.6      1   0.01    287    7.3  608.5  608.5  608.5
   26.5  24436  -57.6  -86.6      1   0.01    288    7.1  608.3  608.4  608.3
   26.4  24450  -57.7  -86.7      1   0.01    290    6.9  608.7  608.7  608.7
   26.4  24462  -57.8  -86.7      1   0.01    291    6.7  608.4  608.4  608.4
   26.3  24474  -57.8  -86.8      1   0.01    292    6.5  608.8  608.9  608.8
   26.3  24488  -57.9  -86.9      1   0.01    293    6.3  608.7  608.7  608.7
   26.2  24495  -57.9  -86.9      1   0.01    294    6.2  609.3  609.4  609.3
   26.2  24516  -57.9  -87.0      1   0.01    294    6.0  609.3  609.3  609.3
   26.1  24518  -57.9  -87.0      1   0.01    294    5.9  610.0  610.0  610.0
   26.1  24529  -57.9  -87.0      1   0.01    294    5.7  610.1  610.2  610.1
   26.0  24545  -57.8  -87.0      1   0.01    294    5.7  610.8  610.9  610.8
   26.0  24557  -57.8  -87.0      1   0.01    293    5.6  610.8  610.9  610.8
   25.9  24568  -57.8  -87.0      1   0.01    292    5.6  611.7  611.7  611.7
   25.9  24581  -57.7  -87.0      1   0.01    291    5.7  611.9  612.0  611.9
   25.8  24596  -57.6  -87.0      1   0.01    289    5.7  612.8  612.8  612.8
   25.8  24605  -57.6  -87.0      1   0.01    288    5.9  612.8  612.9  612.8
   25.7  24619  -57.6  -87.0      1   0.01    286    6.1  613.4  613.5  613.4
   25.7  24632  -57.7  -87.1      1   0.01    285    6.3  613.3  613.4  613.3
   25.6  24639  -57.7  -87.1      1   0.01    284    6.5  613.8  613.9  613.8
   25.6  24654  -57.8  -87.1      1   0.01    283    6.8  613.8  613.8  613.8
   25.5  24668  -57.8  -87.2      1   0.01    281    7.0  614.3  614.3  614.3
   25.5  24677  -57.9  -87.2      1   0.01    281    7.3  614.1  614.2  614.1
   25.5  24691  -57.8  -87.1      1   0.01    280    7.6  614.4  614.5  614.4
   25.4  24701  -57.6  -87.0      1   0.01    279    7.9  615.6  615.6  615.6
   25.4  24712  -57.6  -86.9      1   0.01    279    8.1  615.6  615.7  615.6
   25.3  24723  -57.6  -86.9      1   0.01    278    8.4  616.2  616.3  616.2
   25.3  24737  -57.7  -86.9      1   0.01    278    8.6  616.1  616.2  616.1
   25.2  24750  -57.7  -86.9      1   0.01    277    8.8  616.6  616.7  616.6
   25.2  24762  -57.8  -86.9      1   0.01    277    8.9  616.4  616.5  616.4
   25.1  24773  -57.9  -87.0      1   0.01    277    9.1  616.9  617.0  616.9
   25.1  24785  -57.9  -86.9      1   0.01    277    9.2  616.7  616.8  616.7
   25.0  24800  -58.0  -86.9      1   0.01    277    9.3  617.2  617.3  617.2
   25.0  24815  -58.1  -86.9      1   0.01    276    9.3  616.9  617.0  616.9
   24.9  24823  -58.2  -87.0      1   0.01    276    9.4  617.4  617.4  617.4
   24.9  24839  -58.3  -86.9      1   0.01    276    9.5  617.1  617.2  617.1
   24.8  24846  -58.4  -86.9      1   0.01    277    9.5  617.6  617.7  617.6
   24.8  24861  -58.5  -86.9      1   0.01    277    9.6  617.3  617.4  617.3
   24.7  24871  -58.6  -86.9      1   0.01    277    9.6  617.8  617.8  617.8
   24.7  24882  -58.7  -86.9      1   0.01    278    9.7  617.5  617.6  617.5
   24.6  24898  -58.8  -86.9      2   0.01    278    9.8  617.9  618.0  617.9
   24.6  24909  -58.9  -87.0      2   0.01    279    9.9  617.6  617.7  617.6
   24.5  24925  -59.0  -87.0      2   0.01    280   10.0  618.0  618.1  618.0
   24.5  24941  -59.1  -87.0      2   0.01    281   10.1  617.8  617.9  617.8
   24.4  24950  -59.1  -87.0      2   0.01    282   10.3  618.2  618.3  618.2
   24.4  24961  -59.2  -87.1      2   0.01    282   10.4  618.0  618.0  618.0
   24.3  24978  -59.4  -87.2      2   0.01    283   10.6  618.3  618.4  618.3
   24.3  24989  -59.5  -87.2      2   0.01    284   10.7  618.1  618.1  618.1
   24.2  25002  -59.5  -87.3      2   0.01    285   10.8  618.5  618.6  618.5
   24.2  25015  -59.6  -87.4      2   0.01    286   10.9  618.3  618.4  618.3
   24.1  25023  -59.6  -87.4      2   0.01    286   11.0  619.0  619.1  619.0
   24.1  25035  -59.7  -87.5      2   0.01    287   11.1  618.8  618.9  618.8
   24.0  25051  -59.8  -87.6      2   0.01    287   11.1  619.3  619.4  619.3
   24.0  25061  -59.8  -87.6      2   0.01    287   11.1  619.3  619.4  619.3
   23.9  25076  -59.7  -87.6      2   0.01    287   11.0  620.2  620.3  620.2
   23.9  25088  -59.7  -87.6      2   0.01    287   11.0  620.3  620.4  620.3
   23.8  25095  -59.6  -87.6      2   0.01    287   10.9  621.3  621.3  621.3
   23.8  25115  -59.6  -87.6      2   0.01    287   10.7  621.3  621.3  621.3
   23.7  25127  -59.7  -87.6      2   0.01    287   10.6  621.8  621.9  621.8
   23.7  25137  -59.8  -87.7      2   0.01    287   10.5  621.5  621.6  621.5
   23.6  25154  -59.9  -87.8      2   0.01    287   10.4  622.0  622.1  622.0
   23.6  25163  -60.0  -87.8      2   0.01    287   10.3  621.7  621.8  621.7
   23.5  25182  -60.0  -87.9      2   0.01    287   10.2  622.3  622.4  622.3
   23.5  25192  -60.1  -87.9      2   0.01    287   10.1  622.2  622.3  622.2
   23.5  25201  -60.1  -87.9      2   0.01    287   10.1  622.1  622.2  622.1
   23.4  25218  -60.1  -87.9      2   0.01    287   10.1  622.8  622.9  622.8
   23.4  25224  -60.1  -88.0      2   0.01    287   10.2  622.8  622.9  622.8
   23.3  25240  -60.1  -88.0      2   0.01    287   10.3  623.5  623.6  623.6
   23.3  25251  -60.1  -88.0      2   0.01    287   10.3  623.5  623.6  623.6
   23.2  25267  -60.1  -88.0      1   0.01    287   10.4  624.4  624.5  624.4
   23.2  25281  -60.1  -88.0      1   0.01    286   10.5  624.4  624.5  624.4
   23.1  25291  -60.1  -88.0      1   0.01    285   10.5  625.1  625.2  625.1
   23.1  25309  -60.1  -88.0      1   0.01    284   10.6  625.1  625.1  625.1
   23.0  25315  -60.1  -88.0      1   0.01    283   10.6  626.0  626.1  626.0
   23.0  25334  -60.1  -88.0      1   0.01    282   10.6  626.1  626.2  626.1
   22.9  25338  -60.1  -88.1      1   0.01    281   10.6  626.8  626.8  626.8
   22.9  25352  -60.2  -88.2      1   0.01    280   10.6  626.6  626.7  626.6
   22.8  25365  -60.2  -88.2      1   0.01    279   10.6  627.3  627.4  627.3
   22.8  25374  -60.1  -88.2      1   0.01    278   10.6  627.5  627.6  627.5
   22.8  25391  -60.0  -88.1      1   0.01    277   10.6  628.0  628.0  628.0
   22.7  25403  -60.0  -88.2      1   0.01    276   10.6  628.7  628.8  628.7
   22.7  25413  -60.0  -88.3      1   0.01    276   10.7  628.6  628.6  628.6
   22.6  25427  -60.0  -88.3      1   0.01    275   10.8  629.4  629.4  629.4
   22.6  25441  -60.0  -88.3      1   0.01    275   11.0  629.5  629.5  629.5
   22.5  25456  -60.0  -88.4      1   0.01    276   11.1  630.3  630.4  630.3
   22.5  25468  -59.9  -88.4      1   0.01    276   11.3  630.4  630.5  630.4
   22.4  25480  -59.8  -88.3      1   0.01    276   11.5  631.6  631.7  631.6
   22.4  25496  -59.6  -88.2      1   0.01    277   11.8  632.3  632.3  632.3
   22.3  25504  -59.5  -88.1      1   0.01    277   12.0  633.2  633.3  633.3
   22.3  25526  -59.5  -88.1      1   0.01    277   12.3  633.3  633.4  633.3
   22.2  25535  -59.5  -88.1      1   0.01    278   12.5  634.2  634.3  634.2
   22.2  25543  -59.5  -88.1      1   0.01    278   12.8  634.1  634.2  634.1
   22.2  25558  -59.6  -88.2      1   0.01    278   13.0  633.9  634.0  633.9
   22.1  25568  -59.6  -88.2      1   0.01    278   13.2  634.6  634.7  634.6
   22.1  25583  -59.6  -88.2      1   0.01    278   13.5  634.5  634.6  634.5
   22.0  25594  -59.7  -88.2      1   0.01    279   13.7  635.3  635.3  635.3
   22.0  25611  -59.7  -88.2      1   0.01    279   13.9  635.2  635.3  635.2
   21.9  25617  -59.7  -88.2      1   0.01    279   14.1  636.1  636.2  636.1
   21.9  25632  -59.5  -88.1      1   0.01    279   14.3  636.4  636.5  636.4
   21.9  25641  -59.4  -88.0      1   0.01    279   14.4  636.8  636.8  636.8
   21.8  25653  -59.4  -88.0      1   0.01    279   14.6  637.8  637.9  637.8
   21.8  25666  -59.3  -87.9      1   0.01    280   14.7  637.9  638.0  637.9
   21.7  25683  -59.4  -87.9      1   0.01    280   14.8  638.7  638.7  638.7
   21.7  25691  -59.4  -88.0      1   0.01    280   15.0  638.5  638.6  638.5
   21.7  25698  -59.4  -88.0      1   0.01    280   15.1  638.4  638.5  638.4
   21.6  25712  -59.4  -88.0      1   0.01    280   15.2  639.3  639.3  639.3
   21.6  25724  -59.5  -88.0      1   0.01    280   15.3  639.2  639.3  639.2
   21.5  25738  -59.5  -88.0      1   0.01    281   15.3  640.0  640.0  640.0
   21.5  25749  -59.6  -88.1      1   0.01    281   15.4  639.7  639.8  639.7
   21.4  25761  -59.6  -88.1      1   0.01    281   15.5  640.4  640.5  640.4
   21.4  25776  -59.7  -88.1      1   0.01    281   15.6  640.2  640.3  640.2
   21.4  25784  -59.7  -88.2      1   0.01    281   15.8  640.2  640.3  640.2
   21.3  25794  -59.6  -88.2      1   0.01    281   15.9  641.2  641.3  641.2
   21.3  25808  -59.6  -88.2      1   0.01    281   16.0  641.3  641.4  641.3
   21.2  25827  -59.6  -88.2      1   0.01    281   16.1  642.3  642.4  642.3
   21.2  25831  -59.5  -88.2      1   0.01    281   16.1  642.6  642.6  642.6
   21.2  25840  -59.3  -88.1      1   0.01    281   16.2  643.0  643.1  643.0
   21.1  25859  -59.2  -88.1      1   0.01    280   16.2  644.2  644.3  644.2
   21.1  25870  -59.1  -88.1      1   0.01    280   16.2  644.5  644.6  644.5
   21.0  25883  -59.1  -88.2      1   0.01    280   16.2  645.3  645.4  645.3
   21.0  25892  -59.0  -88.2      1   0.01    280   16.2  645.6  645.7  645.6
   21.0  25903  -58.8  -88.1      1   0.01    279   16.1  646.4  646.4  646.4
   20.9  25917  -58.7  -88.1      1   0.01    279   16.0  647.6  647.6  647.6
   20.9  25930  -58.6  -88.1      1   0.01    279   16.0  647.8  647.9  647.8
   20.8  25941  -58.5  -88.1      1   0.01    278   15.8  649.0  649.0  649.0
   20.8  25954  -58.3  -88.0      1   0.01    278   15.7  649.6  649.7  649.6
   20.8  25965  -58.1  -87.9      1   0.01    277   15.6  650.2  650.3  650.2
   20.7  25974  -58.1  -87.8      1   0.01    277   15.5  651.2  651.3  651.2
   20.7  25988  -58.1  -87.8      1   0.01    277   15.3  651.2  651.3  651.2
   20.6  26000  -58.1  -87.8      1   0.01    277   15.2  652.1  652.2  652.1
   20.6  26013  -58.1  -87.8      1   0.01    276   15.0  652.0  652.1  652.0
   20.6  26020  -58.1  -87.8      1   0.01    276   14.9  652.0  652.1  652.0
   20.5  26037  -58.2  -87.8      1   0.01    276   14.7  652.8  652.8  652.8
   20.5  26044  -58.2  -87.8      1   0.01    275   14.6  652.7  652.8  652.7
   20.5  26050  -58.2  -87.8      1   0.01    275   14.5  652.6  652.7  652.6
   20.4  26063  -58.2  -87.7      1   0.01    275   14.3  653.5  653.6  653.5
   20.4  26080  -58.1  -87.6      1   0.01    274   14.2  653.8  653.9  653.8
   20.4  26090  -58.0  -87.5      1   0.01    274   14.0  654.1  654.2  654.1
   20.3  26104  -58.0  -87.5      1   0.01    273   13.9  655.1  655.2  655.1
   20.3  26110  -58.0  -87.5      1   0.01    273   13.8  655.0  655.1  655.0
   20.2  26120  -58.1  -87.5      1   0.01    272   13.6  655.7  655.8  655.7
   20.2  26134  -58.2  -87.5      1   0.01    271   13.5  655.5  655.6  655.5
   20.2  26143  -58.2  -87.5      1   0.01    271   13.4  655.5  655.5  655.5
   20.1  26160  -58.2  -87.4      1   0.01    270   13.2  656.4  656.5  656.4
   20.1  26173  -58.2  -87.4      1   0.01    270   13.1  656.4  656.5  656.5
   20.1  26182  -58.2  -87.4      1   0.01    269   12.9  656.3  656.4  656.3
   20.0  26186  -58.2  -87.4      1   0.01    268   12.8  657.2  657.3  657.2
   20.0  26196  -58.2  -87.3      1   0.01    268   12.8  657.3  657.4  657.3
   20.0  26198  -58.2  -87.3      1   0.01    268   12.7  657.3  657.4  657.3
   20.0  26213  -58.2  -87.3      1   0.01    267   12.5  657.2  657.3  657.2
   19.9  26225  -58.2  -87.3      1   0.01    266   12.4  658.1  658.2  658.1
   19.9  26240  -58.3  -87.3      1   0.01    265   12.3  657.9  658.0  657.9
   19.8  26251  -58.3  -87.3      1   0.01    264   12.2  658.7  658.8  658.7
   19.8  26264  -58.4  -87.3      1   0.01    263   12.2  658.7  658.8  658.7
   19.8  26273  -58.4  -87.3      1   0.01    262   12.1  658.5  658.6  658.5
   19.7  26282  -58.5  -87.3      1   0.01    261   12.1  659.3  659.4  659.3
   19.7  26295  -58.6  -87.3      1   0.01    260   12.1  659.0  659.1  659.0
   19.7  26310  -58.6  -87.4      1   0.01    259   12.2  658.8  658.9  658.8
   19.6  26313  -58.6  -87.4      1   0.01    258   12.2  659.7  659.8  659.7
   19.6  26329  -58.6  -87.4      1   0.01    257   12.3  659.7  659.8  659.7
   19.6  26338  -58.7  -87.4      1   0.01    257   12.5  659.6  659.7  659.6
   19.5  26351  -58.7  -87.5      1   0.01    256   12.6  660.5  660.6  660.5
   19.5  26365  -58.8  -87.5      1   0.01    256   12.8  660.3  660.4  660.3
   19.4  26373  -58.8  -87.5      1   0.01    256   13.0  661.2  661.3  661.2
   19.4  26380  -58.7  -87.5      1   0.01    256   13.2  661.3  661.4  661.3
   19.4  26397  -58.8  -87.6      1   0.01    256   13.4  661.2  661.3  661.3
   19.3  26406  -58.8  -87.6      1   0.01    256   13.6  662.0  662.1  662.0
   19.3  26422  -58.8  -87.6      1   0.01    256   13.8  662.1  662.2  662.1
   19.3  26436  -58.8  -87.6      1   0.01    256   14.0  662.2  662.3  662.2
   19.2  26442  -58.7  -87.6      1   0.01    256   14.2  663.5  663.6  663.6
   19.2  26452  -58.6  -87.5      1   0.01    256   14.4  663.9  664.0  663.9
   19.2  26464  -58.6  -87.5      1   0.01    256   14.6  663.9  664.0  663.9
   19.1  26477  -58.6  -87.5      1   0.01    256   14.8  664.8  664.9  664.8
   19.1  26493  -58.6  -87.5      1   0.01    256   14.9  664.8  664.9  664.8
   19.1  26505  -58.6  -87.5      1   0.01    256   15.0  664.9  665.0  664.9
   19.0  26515  -58.5  -87.5      1   0.01    256   15.1  666.0  666.1  666.0
   19.0  26528  -58.6  -87.5      1   0.01    256   15.1  665.8  665.9  665.8
   18.9  26540  -58.7  -87.5      1   0.01    256   15.1  666.5  666.6  666.5
   18.9  26554  -58.7  -87.6      1   0.01    256   15.1  666.3  666.4  666.3
   18.9  26563  -58.8  -87.6      1   0.01    256   15.1  666.1  666.2  666.1
   18.8  26577  -58.9  -87.6      1   0.01    256   15.0  666.8  666.9  666.8
   18.8  26590  -59.0  -87.6      1   0.01    257   14.9  666.6  666.7  666.6
   18.8  26600  -59.0  -87.6      1   0.01    257   14.7  666.5  666.6  666.5
   18.7  26611  -59.0  -87.6      1   0.01    256   14.6  667.5  667.6  667.5
   18.7  26617  -59.0  -87.6      1   0.01    256   14.5  667.4  667.5  667.4
   18.7  26633  -59.1  -87.6      1   0.01    256   14.4  667.3  667.4  667.3
   18.6  26642  -59.1  -87.7      1   0.01    256   14.3  668.2  668.3  668.2
   18.6  26652  -59.1  -87.7      1   0.01    256   14.2  668.1  668.2  668.1
   18.6  26673  -59.1  -87.7      1   0.01    255   14.2  668.1  668.2  668.1
   18.5  26685  -59.1  -87.7      1   0.01    255   14.1  669.3  669.4  669.3
   18.5  26695  -59.1  -87.7      1   0.01    255   14.1  669.2  669.3  669.2
   18.5  26704  -59.2  -87.8      1   0.01    255   14.0  669.0  669.1  669.0
   18.4  26717  -59.2  -87.9      1   0.01    255   14.0  669.9  670.0  669.9
   18.4  26730  -59.2  -87.9      1   0.01    255   13.9  670.1  670.2  670.1
   18.3  26740  -59.1  -87.9      1   0.01    256   13.9  671.3  671.4  671.3
   18.3  26762  -59.1  -88.0      1   0.01    257   13.8  671.3  671.4  671.3
   18.3  26769  -59.1  -88.0      1   0.01    257   13.7  671.3  671.4  671.3
   18.2  26774  -58.9  -87.9      1   0.01    258   13.6  673.0  673.1  673.0
   18.2  26788  -58.8  -87.9      1   0.01    259   13.5  673.4  673.5  673.4
   18.2  26802  -58.8  -87.9      1   0.01    261   13.4  673.5  673.6  673.5
   18.1  26815  -58.8  -88.0      1   0.01    262   13.3  674.5  674.6  674.5
   18.1  26831  -58.8  -88.0      1   0.01    264   13.2  674.5  674.6  674.5
   18.1  26837  -58.8  -88.1      1   0.01    265   13.2  674.5  674.6  674.5
   18.0  26853  -58.8  -88.2      1   0.01    267   13.1  675.6  675.6  675.6
   18.0  26863  -58.8  -88.2      1   0.01    268   13.1  675.6  675.7  675.6
   17.9  26877  -58.6  -88.1      1   0.01    270   13.1  677.2  677.3  677.2
   17.9  26895  -58.3  -88.0      1   0.01    271   13.1  678.0  678.1  678.0
   17.9  26909  -58.1  -87.8      1   0.01    272   13.1  678.6  678.7  678.6
   17.8  26924  -58.0  -87.8      1   0.01    274   13.2  680.1  680.2  680.1
   17.8  26938  -57.8  -87.6      1   0.01    275   13.2  680.9  681.0  680.9
   17.7  26954  -57.6  -87.5      1   0.01    276   13.2  682.4  682.6  682.4
   17.7  26972  -57.7  -87.5      1   0.01    277   13.2  682.2  682.3  682.2
   17.7  26979  -57.8  -87.6      1   0.01    278   13.2  682.0  682.1  682.0
   17.6  26997  -57.9  -87.6      1   0.01    278   13.2  682.8  682.9  682.8
   17.6  27003  -58.0  -87.6      1   0.01    279   13.2  682.5  682.6  682.5
   17.5  27027  -58.0  -87.6      1   0.01    280   13.1  683.6  683.7  683.6
   17.5  27038  -57.7  -87.4      1   0.01    281   13.0  684.4  684.5  684.4
   17.5  27048  -57.6  -87.2      1   0.01    281   12.9  684.8  684.9  684.8
   17.4  27057  -57.7  -87.2      1   0.01    282   12.7  685.6  685.7  685.6
   17.4  27073  -57.8  -87.3      1   0.01    283   12.6  685.2  685.3  685.2
   17.4  27086  -57.9  -87.3      1   0.01    283   12.4  685.0  685.1  685.0
